ID,protocol,success,ecdh_match,kyber_match,keygen_time,encap_time,decap_time,kdf_time,total_time,key_size,error
64,HYBRID,True,True,True,0.0003752999473363161,0.00021059997379779816,0.0002164000179618597,5.159992724657059e-05,0.0008590000215917826,32,
65,HYBRID,True,True,True,0.00036230008117854595,0.00024019996635615826,0.0002148000057786703,4.959991201758385e-05,0.0008720001205801964,32,
66,HYBRID,True,True,True,0.00041069998405873775,0.0002541998401284218,0.00044899992644786835,8.139992132782936e-05,0.0012019998393952847,32,
67,HYBRID,True,True,True,0.0004738001152873039,0.00022769998759031296,0.00021909992210566998,5.350005812942982e-05,0.0009798998944461346,32,
68,HYBRID,True,True,True,0.0003939999733120203,0.0002033999189734459,0.00021199998445808887,4.879990592598915e-05,0.0008633998222649097,32,
69,HYBRID,True,True,True,0.00040829996578395367,0.0002445001155138016,0.00022140005603432655,4.840013571083546e-05,0.0009275998454540968,32,
70,HYBRID,True,True,True,0.0005447999574244022,0.00024749990552663803,0.0002916997764259577,5.940021947026253e-05,0.0011498997919261456,32,
71,HYBRID,True,True,True,0.00040440005250275135,0.0002142998855561018,0.0002134998794645071,5.9900106862187386e-05,0.000898200087249279,32,
72,HYBRID,True,True,True,0.0003839000128209591,0.0002218999434262514,0.00022520008496940136,5.7800207287073135e-05,0.0008940000552684069,32,
73,HYBRID,True,True,True,0.00048379995860159397,0.00024319998919963837,0.0002210000529885292,5.140015855431557e-05,0.001008500112220645,32,
74,HYBRID,True,True,True,0.00041830004192888737,0.0002150998916476965,0.00021520000882446766,5.159992724657059e-05,0.0009059000294655561,32,
75,HYBRID,True,True,True,0.00037480005994439125,0.00022329995408654213,0.00023210002109408379,5.310005508363247e-05,0.0008885001298040152,32,
76,HYBRID,True,True,True,0.0004978999495506287,0.00029310001991689205,0.0003945999778807163,7.750000804662704e-05,0.0012703998945653439,32,
77,HYBRID,True,True,True,0.0004795999266207218,0.00024720001965761185,0.00022380007430911064,5.7300087064504623e-05,0.0010143998079001904,32,
78,HYBRID,True,True,True,0.0003714000340551138,0.00022120005451142788,0.00021990016102790833,5.170004442334175e-05,0.0008692999836057425,32,
79,HYBRID,True,True,True,0.0004854998551309109,0.0002482999116182327,0.00022490019910037518,5.349982529878616e-05,0.0010180999524891376,32,
80,HYBRID,True,True,True,0.0003562001511454582,0.0002047999296337366,0.0002430998720228672,4.910002462565899e-05,0.0008584000170230865,32,
